호선,외부코드,전철역코드,전철역명,출구번호,역세권명
I,I132,3132,동막,4,"무지개마을,풍림2차"
I,I133,3133,캠퍼스타운,1,새아침공원
I,I133,3133,캠퍼스타운,2,연세대학교(건설중)
I,I133,3133,캠퍼스타운,2,포스코글로벌R앤D센터
I,I133,3133,캠퍼스타운,3,해돋이공원
I,I133,3133,캠퍼스타운,3,현대아이파크
I,I133,3133,캠퍼스타운,3,신송중학교
I,I133,3133,캠퍼스타운,4,성지리벨루스
I,I133,3133,캠퍼스타운,4,한진해모로
I,I133,3133,캠퍼스타운,4,금호베스트빌
I,I133,3133,캠퍼스타운,4,"신송초,신송고"
I,I133,3133,캠퍼스타운,4,먼우금초교
I,I133,3133,캠퍼스타운,4,풍림아이원2단지
I,I133,3133,캠퍼스타운,4,풍림아이원4단지
I,I133,3133,캠퍼스타운,4,해양경찰청
I,I134,3134,테크노파크,1,인하대산업협력관
I,I134,3134,테크노파크,1,해돋이공원
I,I134,3134,테크노파크,1,현대아이파크
I,I134,3134,테크노파크,3,"미추홀공원, 갯벌문화원, 다례원"
I,I134,3134,테크노파크,3,"해송초교, 해송중교"
I,I134,3134,테크노파크,3,인천가톨릭대학교
I,I134,3134,테크노파크,3,웰카운티
I,I134,3134,테크노파크,3,미추홀타워((재)테크노파크)
I,I134,3134,테크노파크,3,"경제자유구역청, 도시축전조직위원회"
I,I134,3134,테크노파크,4,갯벌타워
I,I135,3135,지식정보단지,2,지식정보산업단지
I,I135,3135,지식정보단지,3,"송도웰카운티 3단지, 4단지"
I,I135,3135,지식정보단지,3,"다연프라자, 에몬스프라자"
I,I135,3135,지식정보단지,3,송도성령교회
I,I135,3135,지식정보단지,4,"송도웰카운티 1단지, 2단지"
I,I135,3135,지식정보단지,4,"인천해송초등학교,병설유치원"
I,I135,3135,지식정보단지,4,해송중학교
I,I135,3135,지식정보단지,4,신한은행
I,I136,3136,인천대입구,1,인천대방면
I,I136,3136,인천대입구,2,"트모로우시티, 중앙공원"
I,I136,3136,인천대입구,3,동북아 트레이드타워
I,I137,3137,센트럴파크,1,(주)포스코(포스코건설 인천지사)
I,I137,3137,센트럴파크,2,국제업무지구
I,I137,3137,센트럴파크,2,인천세계도시축전 주행사장
I,I137,3137,센트럴파크,3,인천도시계획관
I,I137,3137,센트럴파크,3,중앙공원
I,I137,3137,센트럴파크,3,"센트럴파크빌 1, 2, 3"
I,I138,3138,국제업무지구,2,센트로드(2011.10 완공예정)
I,I138,3138,국제업무지구,5,인천대교(2009.10 개통예정)
I,I138,3138,국제업무지구,5,송도 인천타워(2013년 완공예정)
A,A07,4209,검암,1,코레일공항철도 본사
A,A07,4209,검암,1,검암초등학교
A,A07,4209,검암,1,인천광역시서부교육청
A,A07,4209,검암,1,검암중학교
A,A071,4210,청라국제도시,1,청라국제도시
A,A071,4210,청라국제도시,1,서부산업도시
A,A071,4210,청라국제도시,2,주차장
A,A08,4211,운서,1,공항지구대
A,A08,4211,운서,1,공항초등학교
A,A09,4212,공항화물청사,1,공항화물터미널
A,A09,4212,공항화물청사,1,주차장
A,A09,4212,공항화물청사,2,공항화물터미널
A,A09,4212,공항화물청사,2,버스정류장
A,A10,4213,인천국제공항,1,여객터미널
A,A10,4213,인천국제공항,2,주차장
A,A10,4213,인천국제공항,3,여객터미널
I,I116,3116,작전,7,북인천전산직업학교
I,I116,3116,작전,7,효성1동주민센터
I,I116,3116,작전,7,효성동초등학교
I,I116,3116,작전,7,효성중학교
I,I116,3116,작전,7,"효성현대1,2차아파트"
I,I116,3116,작전,7,"뉴서울1,2차아파트"
I,I116,3116,작전,7,효성지구대
I,I116,3116,작전,8,새마을금고
I,I116,3116,작전,8,계산예술극장
I,I116,3116,작전,8,미림아파트
I,I116,3116,작전,8,SK주유소
I,I117,3117,갈산,1,갈산1동사무소
I,I117,3117,갈산,1,부평정수사업소
I,I117,3117,갈산,1,북부소방서
I,I117,3117,갈산,1,북부소방서
I,I117,3117,갈산,1,갈산1동사무소
I,I117,3117,갈산,1,부평정수사업소
I,I117,3117,갈산,1,부평소방서
I,I117,3117,갈산,1,E-마트
I,I117,3117,갈산,2,인천세관부평출장소
I,I117,3117,갈산,2,공단지구대
I,I117,3117,갈산,2,선거관리사무소
I,I117,3117,갈산,2,부평관광호텔·부평결혼회관
I,I117,3117,갈산,3,대우자동차
I,I117,3117,갈산,3,대우자동차
I,I117,3117,갈산,4,"삼익악기, 천일식품, 대우자판(주)"
I,I117,3117,갈산,4,"동서식품, 로얄동도금속, 신도실업"
I,I117,3117,갈산,4,"아남반도체, 한국요꼬가와전기"
I,I117,3117,갈산,4,"헵시바산업, 이낙반도체"
I,I117,3117,갈산,4,"조선일보, 우림라이온스밸리"
I,I118,3118,부평구청,1,부평세관
I,I118,3118,부평구청,1,갈산중학교
I,I118,3118,부평구청,1,어린이공원
I,I118,3118,부평구청,1,갈산초등학교
